experiment_id,candidate_id,role,repeat_count,gpu_hours_total,energy_j_per_1k_output_tokens_mad,energy_j_per_1k_output_tokens_mean,energy_j_per_1k_output_tokens_median,energy_j_per_1k_output_tokens_sample_sd,throughput_tok_s_mad,throughput_tok_s_mean,throughput_tok_s_median,throughput_tok_s_sample_sd,tpot_ms_mad,tpot_ms_mean,tpot_ms_median,tpot_ms_sample_sd,ttft_ms_mad,ttft_ms_mean,ttft_ms_median,ttft_ms_sample_sd
winner_confirmation_v1,expert-seq256-bt8192-chunk,expert_baseline,5,0.048128372360564144,0.395294189453125,372.2624084472656,372.2091979980469,0.8204434377187964,3.6499999999998636,1725.136,1727.44,11.815118704439678,0.029999999999997584,17.282,17.29,0.05167204273105529,4.539999999999964,1338.124,1340.92,12.21370664458587
winner_confirmation_v1,seq32-bt2048-chunk,winner,5,0.0474702279797283,0.733795166015625,367.0906494140625,367.2635803222656,0.8308716931683127,0.8399999999999181,1784.68,1783.71,2.511085422680802,0.010000000000001563,16.712,16.77,0.13553597308463994,26.310000000000173,1038.0720000000001,1057.11,45.547825085288125
